ClienteID,NombreCliente,Edad,Ciudad,ProductoID,NombreProducto,CategoríaProducto,FechaCompra,Cantidad,PrecioUnitario
C20525,Dr. Sandra Vela,36,Vieja Vietman,P197,Fexofenadina,Antihistamínico,06/01/2025,5,50.26
C20526,Abraham Emilia Casanova Flores,35,Vieja Irlanda,P141,Cetirizina,Antihistamínico,13/02/2025,2,170.6
C20527,Daniel Vaca,37,Vieja República Popular Democrática de Corea,P223,Omeprazol,Antiácido,22/05/2025,4,145.25
C20528,Abigail Ríos,75,Vieja Madagascar,P048,Azitromicina,Antibiótico,04/02/2025,4,155.75
C20529,Teresa Aparicio Villareal,21,Nueva Reino Unido de Gran Bretaña e Irlanda del Norte,P346,Sitagliptina,Antidiabético,28/04/2025,4,138.73
C20530,Rosario Luz Padrón,68,Vieja Kiribati,P439,Ranitidina,Antiácido,15/09/2024,4,102.26
C20531,Ernesto Cornejo,23,Nueva Bahamas,P193,Fexofenadina,Antihistamínico,01/08/2024,5,126.5
C20532,Rodolfo Rosario Mesa Nava,75,Nueva Irlanda,P074,Pioglitazona,Antidiabético,26/10/2024,4,39.4
C20533,Ramón Montoya,20,Nueva Colombia,P221,Pantoprazol,Antiácido,23/10/2024,5,79.11
C20534,José Joaquín Escalante Cavazos,28,San Cynthia los bajos,P331,Ciprofloxacino,Antibiótico,12/08/2024,5,115.92
C20535,Óscar Federico Meléndez,52,San Roberto los altos,P120,Amoxicilina,Antibiótico,26/09/2024,5,103.8
C20536,Luis Manuel Nicolás Rocha,49,Vieja Eslovenia,P400,Magnesio,Suplemento,14/02/2025,2,141.62
C20537,Pilar Espinal Barragán,30,San Amalia los bajos,P123,Calcio,Suplemento,05/07/2024,1,181.66
C20538,Delia Aurelio Verduzco,74,San Alma los bajos,P196,Ciprofloxacino,Antibiótico,15/01/2025,4,139.94
C20539,Ana Grijalva,38,San Juan los altos,P172,Cefalexina,Antibiótico,21/06/2024,4,129.43
C20540,Dr. Barbara de Jesús,45,Nueva Côte d'Ivoire,P031,Pantoprazol,Antiácido,11/04/2025,3,69.12
C20541,Óscar Elisa Mata Puga,72,San Socorro los bajos,P046,Naproxeno,Analgésico,18/10/2024,1,163.54
C20542,Ing. Georgina Esparza,69,San Manuel los bajos,P073,Loratadina,Antihistamínico,08/10/2024,5,40.1
C20543,Elsa Samuel Ponce Gaona,37,San Felipe los bajos,P027,Ibuprofeno,Analgésico,09/12/2024,2,68.14
C20544,Dr. Joaquín Fonseca,55,Vieja Suriname,P260,Amoxicilina,Antibiótico,15/08/2024,2,75.03
C20545,Julia Espino Serrato,25,San Josefina de la Montaña,P122,Fexofenadina,Antihistamínico,01/09/2024,3,142.35
C20546,David Trinidad Pedroza,72,San Germán los bajos,P132,Ranitidina,Antiácido,05/04/2025,4,91.49
C20547,Ing. Lucas Laboy,68,San Minerva los bajos,P328,Amoxicilina,Antibiótico,02/05/2025,1,75.08
C20548,Alvaro Florencia Pichardo,65,Nueva Ucrania,P121,Vitamina D,Suplemento,24/06/2024,3,117.91
C20549,Darío Arevalo,43,San Mario los bajos,P324,Ibuprofeno,Analgésico,14/12/2024,5,105.66
C20550,Ing. Darío Valdés,47,San Lorenzo los bajos,P190,Calcio,Suplemento,08/08/2024,1,151.77
C20551,Sonia Becerra,22,Nueva Kenya,P096,Omeprazol,Antiácido,15/11/2024,5,136.89
C20552,Celia Zeferino Alonzo Cuellar,37,San Santiago los bajos,P150,Azitromicina,Antibiótico,05/12/2024,2,102.35
C20553,Noelia Cecilia Cervántez,77,San Catalina los bajos,P333,Pioglitazona,Antidiabético,06/04/2025,2,187.68
C20554,Lic. Anel Valdez,46,San Patricia de la Montaña,P407,Vitamina C,Suplemento,09/01/2025,1,104.53
C20555,Minerva Navarrete Torres,81,San Micaela los altos,P284,Glibenclamida,Antidiabético,18/08/2024,5,91.6
C20556,Delia Villegas Viera,34,Nueva Gambia,P156,Omeprazol,Antiácido,16/06/2024,2,54.72
C20557,Alonso Zeferino Crespo Caraballo,32,Vieja Egipto,P034,Glibenclamida,Antidiabético,14/09/2024,3,103.01
C20558,Dr. Armando Barrientos,83,Nueva Seychelles,P491,Cetirizina,Antihistamínico,23/05/2025,3,164.36
C20559,Inés Javier Bustos,59,Nueva Colombia,P444,Paracetamol,Analgésico,16/03/2025,4,69.75
C20560,Anel Alfredo Olivárez Alejandro,47,Vieja Jamaica,P146,Vitamina D,Suplemento,30/08/2024,5,136.27
C20561,Eric Horacio Nieves,55,San Raúl los bajos,P479,Naproxeno,Analgésico,18/11/2024,1,191.8
C20562,Renato Iván Valencia Yáñez,41,Vieja Antigua y Barbuda,P036,Pioglitazona,Antidiabético,18/10/2024,1,101.83
C20563,Bianca Irma Batista,47,Nueva Armenia,P290,Ranitidina,Antiácido,10/06/2024,5,26.14
C20564,Magdalena Laboy,49,San Miriam de la Montaña,P388,Sitagliptina,Antidiabético,29/06/2024,2,25.43
C20565,David Bonilla Mondragón,71,Vieja Japón,P349,Desloratadina,Antihistamínico,12/12/2024,3,25.89
C20566,Nayeli Esperanza Ceja Pacheco,67,San Pedro los altos,P027,Lansoprazol,Antiácido,25/09/2024,4,58.83
C20567,Gustavo Marisela Limón,84,Nueva Italia,P300,Calcio,Suplemento,27/12/2024,2,181.05
C20568,Rodrigo Rodolfo Aguayo,74,San Abraham los altos,P318,Fexofenadina,Antihistamínico,16/09/2024,1,190.12
C20569,Rosa Romero Garay,48,Vieja Brasil,P464,Loratadina,Antihistamínico,02/02/2025,3,166.83
C20570,Francisca Conchita Aranda,33,Vieja San Vicente y las Granadinas,P310,Paracetamol,Analgésico,15/10/2024,1,11.7
C20571,Emiliano Toledo,81,San Virginia los altos,P135,Calcio,Suplemento,25/02/2025,4,87.17
C20572,Carmen Perea Pedraza,62,Nueva Djibouti,P465,Paracetamol,Analgésico,05/04/2025,5,42.67
C20573,Ing. Josefina Sánchez,50,San Gustavo los bajos,P142,Lansoprazol,Antiácido,13/09/2024,1,199.35
C20574,Gloria Irizarry Pedraza,19,Vieja Palau,P487,Omeprazol,Antiácido,25/07/2024,1,130.01
C20575,Amalia Alejandro Saldaña Chapa,52,San Enrique los bajos,P208,Diclofenaco,Analgésico,21/12/2024,2,176.72
C20576,Isaac Marco Antonio Romero,22,San Daniela los bajos,P187,Diclofenaco,Analgésico,28/01/2025,4,183.38
C20577,Rubén Jiménez,69,San Antonio los altos,P497,Vitamina D,Suplemento,03/11/2024,4,149.24
C20578,Itzel Cortez Pineda,23,San Perla los altos,P439,Cefalexina,Antibiótico,05/08/2024,5,35.53
C20579,Perla Solorio Cavazos,27,San Laura de la Montaña,P446,Ranitidina,Antiácido,25/04/2025,2,129.94
C20580,Esther Guajardo Acosta,67,San Anel los altos,P154,Lansoprazol,Antiácido,20/02/2025,1,143.41
C20581,Itzel Martínez,35,Nueva Irán,P191,Ranitidina,Antiácido,05/04/2025,5,63.74
C20582,Amelia Francisco Arriaga,39,Vieja Nigeria,P122,Vitamina D,Suplemento,27/05/2025,5,101.09
C20583,Sr(a). Tania Tejada,83,Vieja Burundi,P067,Vitamina C,Suplemento,11/05/2025,5,183.88
C20584,Perla Adela Prieto,75,Vieja Angola,P245,Sitagliptina,Antidiabético,22/02/2025,5,32.62
C20585,Dalia Elvira del Río,69,Nueva Tuvalu,P222,Ibuprofeno,Analgésico,11/06/2024,2,179.04
C20586,Dr. Bianca Cervántez,23,Nueva Dominicana,P309,Ranitidina,Antiácido,19/04/2025,3,121.5
C20587,Ing. Rafaél Rosas,72,Nueva Uruguay,P207,Glibenclamida,Antidiabético,30/11/2024,5,183.8
C20588,Miriam de la Torre,51,Nueva Maldivas,P325,Fexofenadina,Antihistamínico,14/09/2024,3,91.25
C20589,Guillermina Caballero Cantú,64,Vieja Togo,P090,Azitromicina,Antibiótico,13/09/2024,5,105.19
C20590,Pablo Claudia Razo Flores,69,Vieja Samoa,P294,Omeprazol,Antiácido,27/12/2024,3,189.82
C20591,Ilse Salazar,26,San Zoé de la Montaña,P105,Vitamina C,Suplemento,26/12/2024,5,103.38
C20592,Ing. Josefina Quiñones,89,San Concepción de la Montaña,P022,Glibenclamida,Antidiabético,16/08/2024,1,106.53
C20593,Mauricio Sandra Cano,65,San Clara los altos,P414,Cefalexina,Antibiótico,13/07/2024,5,136.12
C20594,Rubén Camilo Bustamante,37,San Leonor los altos,P140,Lansoprazol,Antiácido,30/11/2024,3,148.25
C20595,Cristobal Natividad Rivero,71,San Julio los bajos,P109,Paracetamol,Analgésico,30/08/2024,4,193.84
C20596,Eugenia Tafoya,78,San Ángel de la Montaña,P409,Pioglitazona,Antidiabético,07/05/2025,2,190.91
C20597,Dr. Citlali Orozco,26,Vieja Tuvalu,P342,Desloratadina,Antihistamínico,17/07/2024,2,94.16
C20598,Francisco Valadez Cruz,19,Vieja Belice,P438,Pioglitazona,Antidiabético,08/10/2024,2,146.02
C20599,Graciela Juan Godoy,77,San Alta  Gracia los altos,P011,Ciprofloxacino,Antibiótico,19/12/2024,4,172.98
C20600,José Luis Alma Perales Ríos,85,San Mauricio los bajos,P469,Sitagliptina,Antidiabético,11/03/2025,3,88.79
C20601,Estefanía Reyna,77,Nueva Malawi,P442,Cetirizina,Antihistamínico,01/08/2024,2,179.17
C20602,Nadia Liliana Salazar,52,San Flavio los bajos,P160,Diclofenaco,Analgésico,29/07/2024,2,139.76
C20603,Elias Julio César Castellanos Gracia,42,San Nicolás los altos,P197,Fexofenadina,Antihistamínico,03/04/2025,4,30.09
C20604,Arcelia Pamela Nieto,30,Nueva Montenegro,P293,Metformina,Antidiabético,10/12/2024,2,102.91
C20605,Carla Vanesa Terrazas,77,Nueva Nicaragua,P345,Glibenclamida,Antidiabético,19/11/2024,1,62.01
C20606,Sr(a). Augusto Tirado,21,Nueva Ecuador,P012,Ibuprofeno,Analgésico,31/01/2025,1,136.03
C20607,Bernardo Gilberto Villegas,36,San René los altos,P038,Desloratadina,Antihistamínico,14/05/2025,4,144.36
C20608,Lic. Alejandra Irizarry,20,Nueva Francia,P092,Amoxicilina,Antibiótico,19/02/2025,5,154.67
C20609,Wendolin Aragón Cervántez,71,Nueva Letonia,P063,Azitromicina,Antibiótico,29/06/2024,5,74.95
C20610,Ing. Berta Cepeda,88,San Zoé de la Montaña,P097,Magnesio,Suplemento,13/07/2024,5,196.71
C20611,Antonia Angélica Cantú,65,San Florencia los altos,P225,Naproxeno,Analgésico,04/04/2025,1,188.82
C20612,Octavio Minerva Serrato Ocampo,61,San Angélica los altos,P255,Magnesio,Suplemento,08/11/2024,2,61.98
C20613,Mtro. Gilberto Duarte,83,San Daniel los bajos,P241,Glibenclamida,Antidiabético,05/12/2024,5,67.3
C20614,Mtro. María Eugenia Velásquez,86,San Claudio los altos,P157,Ranitidina,Antiácido,25/03/2025,1,57.56
C20615,Lic. María Luisa Chapa,66,Vieja Turkmenistán,P297,Ranitidina,Antiácido,28/03/2025,3,101.37
C20616,Jos Feliciano Bonilla,22,Vieja Turquía,P406,Magnesio,Suplemento,23/06/2024,1,160.39
C20617,Esparta Aguilera Domínguez,24,Nueva Tonga,P254,Cefalexina,Antibiótico,01/11/2024,2,29.94
C20618,Lic. Alberto Adame,42,San Camilo de la Montaña,P075,Ranitidina,Antiácido,07/07/2024,5,81.49
C20619,Ing. Marcela Villalobos,27,San Ana de la Montaña,P438,Loratadina,Antihistamínico,06/07/2024,5,130.22
C20620,Leonel Galván,27,San Anabel los bajos,P220,Azitromicina,Antibiótico,24/02/2025,3,107.85
C20621,Germán Estrada Berríos,79,Nueva Australia,P249,Amoxicilina,Antibiótico,19/11/2024,4,58.21
C20622,María Luisa Cedillo,59,Nueva ex República Yugoslava de Macedonia,P460,Cetirizina,Antihistamínico,14/11/2024,4,173.41
C20623,Nicolás Rufino Leyva,57,San Eric de la Montaña,P359,Naproxeno,Analgésico,19/04/2025,4,102.34
C20624,Sr(a). Teodoro Razo,83,San Leonor de la Montaña,P010,Metformina,Antidiabético,19/03/2025,2,49.35
C20625,Bernabé Véliz,70,San María Cristina de la Montaña,P283,Metformina,Antidiabético,23/03/2025,3,49.3
C20626,Mtro. Ernesto Amador,87,Vieja Congo,P352,Vitamina D,Suplemento,18/08/2024,5,113.74
C20627,Fabiola Luis Miguel Candelaria Lira,30,San Mauricio de la Montaña,P423,Loratadina,Antihistamínico,08/12/2024,4,61.42
C20628,Miguel Mireles,67,San Sara los bajos,P083,Vitamina C,Suplemento,31/07/2024,1,166.35
C20629,Mtro. Conchita González,59,Nueva Omán,P420,Paracetamol,Analgésico,20/07/2024,2,123.19
C20630,Mtro. Estela Rendón,55,San Mario de la Montaña,P118,Omeprazol,Antiácido,31/05/2025,5,133.43
C20631,Humberto Salvador Ledesma,33,Nueva Islas Marshall,P494,Lansoprazol,Antiácido,12/11/2024,5,149.7
C20632,Carla Castellanos Serna,56,San María José los bajos,P010,Magnesio,Suplemento,28/05/2025,4,164.45
C20633,Bernabé Enríquez Solorzano,61,San Guadalupe los bajos,P473,Desloratadina,Antihistamínico,03/09/2024,1,117.77
C20634,Manuel Abigail Noriega Aparicio,85,San Germán los altos,P234,Azitromicina,Antibiótico,16/04/2025,1,182.17
C20635,Aldo José Eduardo Benítez,37,Vieja Bolivia,P284,Lansoprazol,Antiácido,25/09/2024,5,90.8
C20636,Ricardo Raquel Sotelo Juárez,58,San Iván los altos,P408,Ranitidina,Antiácido,11/01/2025,5,59.4
C20637,Inés Miguel Sarabia Navarro,23,Vieja Australia,P435,Ranitidina,Antiácido,01/09/2024,1,120.65
C20638,Arcelia Montenegro,38,San Ofelia los altos,P404,Ciprofloxacino,Antibiótico,11/10/2024,2,62.04
C20639,Miguel Iván Montoya,32,San Violeta los bajos,P346,Azitromicina,Antibiótico,15/01/2025,4,153.54
C20640,Nancy Alejandro Cadena,74,Vieja Lituania,P349,Fexofenadina,Antihistamínico,27/03/2025,5,198.67
C20641,Sr(a). Marco Antonio Curiel,72,Vieja Camboya,P069,Naproxeno,Analgésico,09/07/2024,5,28.28
C20642,José Luis Teresa Briones Montenegro,47,Vieja Suecia,P145,Ibuprofeno,Analgésico,18/06/2024,1,124.06
C20643,Rubén Lara,80,Vieja Canadá,P123,Azitromicina,Antibiótico,05/06/2024,2,109.84
C20644,Eva Sara Abrego,46,San Noelia los altos,P480,Ciprofloxacino,Antibiótico,29/11/2024,3,154.79
C20645,Eugenia Mercedes Gálvez,71,San Dulce María los bajos,P070,Azitromicina,Antibiótico,18/07/2024,2,75.7
C20646,Julio César Partida,52,San Elias de la Montaña,P322,Cetirizina,Antihistamínico,06/02/2025,5,144.11
C20647,Arcelia Virginia Roldán Rodríquez,72,San Graciela los bajos,P210,Calcio,Suplemento,20/02/2025,4,114.63
C20648,Mtro. Helena Salcido,35,San Adán los bajos,P397,Magnesio,Suplemento,29/12/2024,5,91.8
C20649,Mtro. Juana Rosario,34,San Leonor los altos,P345,Azitromicina,Antibiótico,28/02/2025,3,111.71
C20650,Martín Arturo Castellanos,55,San Amalia los bajos,P197,Pantoprazol,Antiácido,23/11/2024,5,104.02
C20651,Enrique Nieto Reynoso,88,San Clara los altos,P018,Lansoprazol,Antiácido,04/10/2024,1,189.34
C20652,Mtro. Pilar Mojica,41,Nueva Irlanda,P099,Paracetamol,Analgésico,24/04/2025,1,29.89
C20653,Delia Cantú,77,Vieja Kirguistán,P102,Paracetamol,Analgésico,14/05/2025,2,151.48
C20654,Sr(a). Úrsula Cisneros,37,San Claudia los altos,P023,Desloratadina,Antihistamínico,31/12/2024,1,82.54
C20655,Paulina Bañuelos Montaño,85,Nueva San Vicente y las Granadinas,P366,Magnesio,Suplemento,20/12/2024,5,11.67
C20656,Dr. Estefanía Bernal,78,Vieja Noruega,P099,Cetirizina,Antihistamínico,24/09/2024,2,32.13
C20657,Sr(a). Julio Altamirano,71,Vieja Antigua y Barbuda,P361,Ciprofloxacino,Antibiótico,12/02/2025,5,23.08
C20658,Mateo Colón Montero,50,San Salvador de la Montaña,P479,Ciprofloxacino,Antibiótico,12/06/2024,2,25.96
C20659,Nadia Palacios Valdivia,57,Vieja Eslovenia,P362,Vitamina C,Suplemento,31/12/2024,5,153.81
C20660,Esparta Ignacio Montemayor,30,San Eugenio los altos,P183,Omeprazol,Antiácido,16/10/2024,1,124.41
C20661,Ilse José Carlos Vanegas Gurule,39,San Armando los altos,P196,Cetirizina,Antihistamínico,09/08/2024,4,197.23
C20662,Pascual Fidel Zepeda Angulo,79,San Daniela los altos,P222,Pantoprazol,Antiácido,09/08/2024,4,111.91
C20663,Mario Prado,41,Vieja Botswana,P336,Magnesio,Suplemento,01/05/2025,1,123.26
C20664,Mtro. Gabino Tejada,28,Vieja China,P311,Ranitidina,Antiácido,12/10/2024,3,142.86
C20665,Uriel Sepúlveda Zavala,73,San Margarita los bajos,P468,Loratadina,Antihistamínico,24/05/2025,3,134.05
C20666,Armando Benjamín Manzanares,33,San Gabino los bajos,P010,Vitamina C,Suplemento,07/12/2024,5,51.65
C20667,Gerónimo Arcelia Fierro Batista,36,Vieja Santo Tomé y Príncipe,P431,Omeprazol,Antiácido,14/11/2024,2,127.2
C20668,Helena Romero,44,Nueva Islas Salomón,P201,Ranitidina,Antiácido,14/07/2024,1,11.9
C20669,Lilia José Emilio Arellano Villarreal,25,Vieja Argentina,P209,Sitagliptina,Antidiabético,09/09/2024,3,70.76
C20670,Irma Gonzalo Vaca Rodríquez,42,Nueva Indonesia,P106,Magnesio,Suplemento,09/10/2024,2,118.07
C20671,Santiago Miramontes,49,Nueva Bahrein,P062,Vitamina C,Suplemento,02/05/2025,5,123.71
C20672,Daniela Federico Abreu Jáquez,75,Vieja Islas Marshall,P147,Vitamina C,Suplemento,11/12/2024,4,13.15
C20673,Rubén Ilse Serrato Collazo,28,Vieja Turkmenistán,P219,Sitagliptina,Antidiabético,07/07/2024,1,123.48
C20674,Esparta Limón,70,San Elias los altos,P024,Azitromicina,Antibiótico,01/11/2024,1,188.62
C20675,Mónica Jerónimo Prieto Feliciano,52,San Eugenio de la Montaña,P477,Diclofenaco,Analgésico,22/11/2024,4,172.78
C20676,Gabino Blanca Fernández,68,San Guillermo los bajos,P345,Ranitidina,Antiácido,10/04/2025,4,80.74
C20677,Hermelinda Navarro,50,San Florencia los bajos,P286,Fexofenadina,Antihistamínico,22/08/2024,1,133.83
C20678,Norma Andrea Lerma,25,San Jorge Luis los altos,P063,Ciprofloxacino,Antibiótico,23/03/2025,1,159.45
C20679,Rocío Fidel Benítez Domínguez,52,Nueva Montenegro,P395,Magnesio,Suplemento,25/09/2024,4,69.03
C20680,Sr(a). José María Acosta,69,Nueva Polonia,P347,Glibenclamida,Antidiabético,10/10/2024,1,64.53
C20681,Fernando Alfonso Archuleta Velázquez,35,Nueva Mauricio,P326,Vitamina C,Suplemento,10/10/2024,4,74.47
C20682,Juan Carlos Bonilla,87,Vieja Egipto,P433,Vitamina D,Suplemento,17/02/2025,4,57.74
C20683,Manuel Romo Benítez,70,Nueva Antigua y Barbuda,P222,Ibuprofeno,Analgésico,15/08/2024,4,15.76
C20684,Humberto Crespo,51,San Emilia los altos,P241,Ranitidina,Antiácido,20/10/2024,4,52.14
C20685,Verónica Fuentes García,73,San Ariadna de la Montaña,P178,Metformina,Antidiabético,05/08/2024,2,65.88
C20686,Enrique Aurelio Gonzales,74,Nueva Timor-Leste,P083,Vitamina D,Suplemento,01/09/2024,4,174.11
C20687,Elvia Solís,89,Vieja República Democrática del Congo,P057,Paracetamol,Analgésico,06/04/2025,1,147.2
C20688,Graciela Núñez Vera,53,Nueva Suiza,P369,Fexofenadina,Antihistamínico,29/09/2024,1,171.6
C20689,Rolando Alcántar,57,Nueva Kuwait,P328,Cefalexina,Antibiótico,31/10/2024,4,63.19
C20690,Antonio Garica Lovato,68,San Itzel los altos,P287,Cetirizina,Antihistamínico,09/11/2024,3,175.01
C20691,Wilfrido Pamela Hernández Calderón,33,Nueva Tonga,P014,Cetirizina,Antihistamínico,24/09/2024,3,106.01
C20692,Karla Enrique Maya,38,Nueva Honduras,P186,Sitagliptina,Antidiabético,17/07/2024,1,18.21
C20693,Rodrigo Pantoja Saldivar,45,Vieja Israel,P029,Magnesio,Suplemento,28/04/2025,2,165.22
C20694,Adela Luis Manuel Aguayo,80,Vieja Nigeria,P130,Magnesio,Suplemento,15/06/2024,4,195.13
C20695,Cecilia Grijalva,37,Nueva Georgia,P310,Lansoprazol,Antiácido,15/05/2025,5,105.81
C20696,Nelly Angélica Pichardo,43,Vieja Gambia,P145,Ibuprofeno,Analgésico,02/06/2025,5,56.53
C20697,Modesto de la Crúz Mascareñas,84,Vieja Rumania,P263,Paracetamol,Analgésico,31/12/2024,1,25.99
C20698,Patricia Julio César Quintana,80,Vieja Australia,P198,Pioglitazona,Antidiabético,10/06/2024,2,27.69
C20699,Cristina Karla Camacho Ayala,37,San Mercedes de la Montaña,P241,Omeprazol,Antiácido,27/10/2024,2,11.87
C20700,Rafaél Enríquez Ballesteros,56,San José Carlos los altos,P292,Magnesio,Suplemento,03/12/2024,1,135.08
C20701,Lic. Ángela Carrillo,26,San Guadalupe los bajos,P369,Desloratadina,Antihistamínico,03/05/2025,5,99.6
C20702,Marcos Amador Jasso,33,San Nadia los bajos,P305,Omeprazol,Antiácido,16/05/2025,5,65.48
C20703,Hernán Alarcón,46,San María Teresa los altos,P412,Azitromicina,Antibiótico,16/07/2024,1,35.79
C20704,Dr. Esperanza Zaragoza,63,Vieja Kirguistán,P285,Sitagliptina,Antidiabético,14/01/2025,1,180.11
C20705,Gerardo Granados,24,Vieja Jordania,P138,Vitamina D,Suplemento,24/09/2024,2,36.64
C20706,Israel Osorio,61,Vieja Djibouti,P216,Glibenclamida,Antidiabético,18/08/2024,2,18.12
C20707,José Eduardo Linda Candelaria,40,Vieja Mónaco,P481,Omeprazol,Antiácido,27/01/2025,5,171.14
C20708,Cynthia Naranjo,72,San Octavio los altos,P394,Diclofenaco,Analgésico,26/07/2024,5,119.07
C20709,Zacarías Julio Pichardo Candelaria,61,Vieja Togo,P191,Vitamina C,Suplemento,25/12/2024,1,96.45
C20710,Alberto Grijalva Anguiano,87,Nueva Belarús,P011,Glibenclamida,Antidiabético,25/01/2025,2,196.52
C20711,Eloisa Alberto Ávalos,79,San Camilo de la Montaña,P494,Azitromicina,Antibiótico,11/04/2025,3,29.62
C20712,Santiago Monroy Echeverría,35,Vieja Mauricio,P488,Magnesio,Suplemento,30/01/2025,5,39.35
C20713,Isabela Castellanos Muñoz,42,Nueva El Salvador,P160,Pantoprazol,Antiácido,03/08/2024,2,97.74
C20714,Julio César Miriam Urías Romero,83,San Camila los altos,P059,Sitagliptina,Antidiabético,22/11/2024,1,190.25
C20715,Eric Juan Merino Acevedo,57,San Alicia los bajos,P269,Calcio,Suplemento,08/12/2024,1,159.65
C20716,Sr(a). Celia Salazar,35,San Zeferino de la Montaña,P257,Amoxicilina,Antibiótico,06/03/2025,4,102.04
C20717,Juana Luis Miguel Olivas Robledo,73,San Beatriz los bajos,P115,Ranitidina,Antiácido,19/05/2025,2,149.6
C20718,Jaqueline Felix Vargas,41,Nueva Guatemala,P250,Loratadina,Antihistamínico,15/03/2025,2,84.65
C20719,Dr. Leticia Esquivel,46,Vieja Lesotho,P432,Desloratadina,Antihistamínico,11/02/2025,3,53.26
C20720,Lic. Florencia Velásquez,71,San Jonás los bajos,P059,Sitagliptina,Antidiabético,08/04/2025,2,73.85
C20721,María Luisa Marín,29,San Reina los altos,P035,Desloratadina,Antihistamínico,23/03/2025,1,111.12
C20722,Mtro. Isabela Galindo,73,Nueva Tayikistán,P234,Loratadina,Antihistamínico,03/07/2024,5,149.69
C20723,Alejandro Padilla,43,San Pablo los altos,P400,Metformina,Antidiabético,30/09/2024,3,51.67
C20724,Mario Aguilar Caldera,41,Vieja Italia,P288,Ciprofloxacino,Antibiótico,16/07/2024,1,177.47
C20725,Augusto Tomás Razo,38,Vieja Palau,P216,Omeprazol,Antiácido,22/11/2024,3,173.55
C20726,Pedro de Jesús Mesa,42,San Georgina de la Montaña,P132,Calcio,Suplemento,04/12/2024,3,144.8
C20727,Dolores Marisol Ávalos Torres,56,San Estela los bajos,P035,Amoxicilina,Antibiótico,22/12/2024,4,71.31
C20728,Clemente Toro Reyes,74,San Hermelinda los bajos,P453,Glibenclamida,Antidiabético,09/11/2024,2,20.1
C20729,Sessa Darío Caballero,74,Nueva Finlandia,P255,Cefalexina,Antibiótico,31/08/2024,1,34.69
C20730,Natalia Yuridia Ochoa,82,Nueva República Federal Democrática de Nepal,P322,Glibenclamida,Antidiabético,18/05/2025,1,188.7
C20731,Eloisa Bañuelos,43,Vieja Palau,P236,Lansoprazol,Antiácido,14/03/2025,1,161.71
C20732,Ing. Ignacio Santiago,39,Nueva Seychelles,P460,Calcio,Suplemento,23/01/2025,1,139.08
C20733,Claudia Naranjo,64,San Raúl los bajos,P312,Calcio,Suplemento,05/11/2024,5,82.1
C20734,Julio César Isaac Valadez Adame,69,San Sofía los bajos,P275,Cetirizina,Antihistamínico,15/02/2025,4,155.47
C20735,Ing. David Ramón,83,Vieja España,P454,Ibuprofeno,Analgésico,03/01/2025,2,143.23
C20736,Carlos Juan Carlos Bétancourt Negrón,22,San Iván de la Montaña,P357,Fexofenadina,Antihistamínico,07/05/2025,5,190.41
C20737,Antonio Toledo Monroy,20,Nueva Gabón,P174,Magnesio,Suplemento,29/06/2024,4,135.07
C20738,Flavio Silvia Riojas,63,Nueva Montenegro,P066,Ranitidina,Antiácido,05/12/2024,5,63.65
C20739,Jorge Ledesma,62,Vieja Mali,P306,Lansoprazol,Antiácido,10/03/2025,3,31.23
C20740,Luis Monroy Guillen,63,Nueva Tuvalu,P250,Calcio,Suplemento,07/11/2024,4,165.18
C20741,José Emilio Quiroz Alonso,57,San Ángela de la Montaña,P476,Azitromicina,Antibiótico,19/04/2025,1,127.62
C20742,Vanesa Jimínez Pacheco,24,San Nayeli de la Montaña,P154,Paracetamol,Analgésico,08/02/2025,1,74.35
C20743,Sandra Sotelo,22,San Blanca los altos,P110,Pantoprazol,Antiácido,17/11/2024,1,105.82
C20744,Mtro. Adriana Vega,84,Nueva Islas Salomón,P328,Amoxicilina,Antibiótico,23/01/2025,4,128.91
C20745,Alejandro Amaya Sanabria,77,Nueva Hungría,P380,Cetirizina,Antihistamínico,29/04/2025,5,180.94
C20746,Cristal Tijerina Valdez,24,San Elsa de la Montaña,P327,Calcio,Suplemento,17/11/2024,1,121.28
C20747,Sr(a). Sergio Jasso,79,Vieja Suriname,P304,Cefalexina,Antibiótico,15/09/2024,5,141.51
C20748,Pilar Jacobo Gaitán Porras,52,Vieja Irlanda,P393,Pantoprazol,Antiácido,01/01/2025,2,67.98
C20749,Pamela Valdez,23,San Renato los altos,P064,Cetirizina,Antihistamínico,15/03/2025,4,44.6
C20750,Nadia Isaac Leiva Hidalgo,69,Vieja El Salvador,P177,Pioglitazona,Antidiabético,24/07/2024,4,40.69
C20751,Dr. Ana María Rivero,38,Nueva Suecia,P057,Pioglitazona,Antidiabético,11/11/2024,2,186.76
C20752,Mtro. César Gonzales,51,Nueva Camboya,P233,Vitamina C,Suplemento,26/07/2024,4,118.54
C20753,Luis Manuel Lomeli Casillas,61,San Horacio los altos,P103,Sitagliptina,Antidiabético,02/03/2025,1,184.98
C20754,Itzel Aurelio Aragón Ballesteros,82,Vieja Líbano,P255,Ranitidina,Antiácido,03/11/2024,3,69.97
C20755,José Emilio Marisela Solano,28,Nueva Indonesia,P272,Omeprazol,Antiácido,22/12/2024,3,39.58
C20756,Homero Dávila Valverde,27,San Hugo los altos,P490,Cetirizina,Antihistamínico,10/03/2025,3,187.48
C20757,Mariana Meraz,52,San Mateo los altos,P376,Amoxicilina,Antibiótico,25/10/2024,4,154.4
